DateTime,Amount of Rainfall,Code
18/8/2020 17:00,2,431
18/8/2020 20:00,2,431
18/8/2020 23:00,2,431
19/8/2020 2:00,3,431
19/8/2020 5:00,4,431
19/8/2020 8:00,6,431
19/8/2020 11:00,1,431
19/8/2020 14:00,0,431
19/8/2020 17:00,2,431
19/8/2020 20:00,2,431
19/8/2020 23:00,1,431
20/8/2020 2:00,5,431
20/8/2020 5:00,5,431
20/8/2020 8:00,2,431
20/8/2020 11:00,2,431
20/8/2020 14:00,2,431
20/8/2020 17:00,3,431
20/8/2020 20:00,4,431
20/8/2020 23:00,6,431
21/8/2020 2:00,1,431
21/8/2020 5:00,0,431
21/8/2020 8:00,2,431
21/8/2020 11:00,2,431
21/8/2020 14:00,2,431
21/8/2020 17:00,2,431
21/8/2020 20:00,1,431
21/8/2020 23:00,2,431
22/8/2020 2:00,0,431
22/8/2020 5:00,13,431
22/8/2020 8:00,0,431
22/8/2020 11:00,8,431
22/8/2020 14:00,0,431
22/8/2020 17:00,0,431
22/8/2020 20:00,1,431
22/8/2020 23:00,2,431
23/8/2020 2:00,0,431
23/8/2020 5:00,13,431
23/8/2020 8:00,0,431
23/8/2020 11:00,8,431
23/8/2020 14:00,0,431
23/8/2020 17:00,0,431
23/8/2020 20:00,1,431
23/8/2020 23:00,2,431
24/8/2020 2:00,0,431
24/8/2020 5:00,13,431
24/8/2020 8:00,0,431
24/8/2020 11:00,0,431
24/8/2020 14:00,0,431
24/8/2020 17:00,1,431
24/8/2020 20:00,0,431
24/8/2020 23:00,0,431
25/8/2020 2:00,1,431
25/8/2020 5:00,0,431
25/8/2020 8:00,4,431
25/8/2020 11:00,0,431
25/8/2020 14:00,4,431
25/8/2020 17:00,0,431
25/8/2020 20:00,3,431
25/8/2020 23:00,10,431
26/8/2020 2:00,10,431
26/8/2020 5:00,3,431
26/8/2020 8:00,2,431
26/8/2020 11:00,1,431
26/8/2020 14:00,16,431
26/8/2020 17:00,2,431
26/8/2020 20:00,5,431
26/8/2020 23:00,1,431
27/8/2020 2:00,4,431
27/8/2020 5:00,5,431
27/8/2020 8:00,0,431
27/8/2020 11:00,2,431
27/8/2020 14:00,5,431
27/8/2020 17:00,1,431
27/8/2020 20:00,0,431
27/8/2020 23:00,5,431
28/8/2020 2:00,2,431
28/8/2020 5:00,1,431
28/8/2020 8:00,16,431
28/8/2020 11:00,2,431
28/8/2020 14:00,5,431
28/8/2020 17:00,1,431
28/8/2020 20:00,4,431
28/8/2020 23:00,5,431
29/8/2020 2:00,0,431
29/8/2020 5:00,2,431
29/8/2020 8:00,5,431
29/8/2020 11:00,1,431
29/8/2020 14:00,0,431
29/8/2020 17:00,5,431
29/8/2020 20:00,2,431
29/8/2020 23:00,1,431
30/8/2020 2:00,16,431
30/8/2020 5:00,2,431
30/8/2020 8:00,5,431
30/8/2020 11:00,1,431
30/8/2020 14:00,4,431
30/8/2020 17:00,5,431
30/8/2020 20:00,2,431
30/8/2020 23:00,2,431
31/8/2020 2:00,4,431
31/8/2020 5:00,2,431
31/8/2020 8:00,6,431
31/8/2020 11:00,1,431
31/8/2020 14:00,2,431
31/8/2020 17:00,10,431
31/8/2020 20:00,2,431
31/8/2020 23:00,10,431
8/1/2020 2:00,0,133
8/1/2020 5:00,0,133
8/1/2020 8:00,6,133
8/1/2020 11:00,6,133
8/1/2020 14:00,2,133
8/1/2020 17:00,2,133
8/1/2020 20:00,2,133
8/1/2020 23:00,4,133
8/2/2020 2:00,2,133
8/2/2020 5:00,6,133
8/2/2020 8:00,1,133
8/2/2020 11:00,2,133
8/2/2020 14:00,10,133
8/2/2020 17:00,2,133
8/2/2020 20:00,10,133
8/2/2020 23:00,0,133
8/3/2020 2:00,0,133
8/3/2020 5:00,6,133
8/3/2020 8:00,6,133
8/3/2020 11:00,2,133
8/3/2020 14:00,2,133
8/3/2020 17:00,2,133
8/3/2020 20:00,4,133
8/3/2020 23:00,2,133
8/4/2020 2:00,6,133
8/4/2020 5:00,1,133
8/4/2020 8:00,2,133
8/4/2020 11:00,10,133
8/4/2020 14:00,2,133
8/4/2020 17:00,10,133
8/4/2020 20:00,1,133
8/4/2020 23:00,1,133
8/5/2020 2:00,6,133
8/5/2020 5:00,11,133
8/5/2020 8:00,4,133
8/5/2020 11:00,5,133
8/5/2020 14:00,2,133
8/5/2020 17:00,8,133
8/5/2020 20:00,7,133
8/5/2020 23:00,8,133
8/6/2020 2:00,2,133
8/6/2020 5:00,6,133
8/6/2020 8:00,9,133
8/6/2020 11:00,2,133
8/6/2020 14:00,4,133
8/6/2020 17:00,1,133
8/6/2020 20:00,3,133
8/6/2020 23:00,2,133
8/7/2020 2:00,1,133
8/7/2020 5:00,1,133
8/7/2020 8:00,6,133
8/7/2020 11:00,11,133
8/7/2020 14:00,4,133
8/7/2020 17:00,5,133
8/7/2020 20:00,8,133
8/7/2020 23:00,7,133
8/8/2020 2:00,8,133
8/8/2020 5:00,2,133
8/8/2020 8:00,6,133
8/8/2020 11:00,9,133
8/8/2020 14:00,2,133
8/8/2020 17:00,4,133
8/8/2020 20:00,1,133
8/8/2020 23:00,3,133
8/9/2020 2:00,2,133
8/9/2020 5:00,1,133
8/9/2020 8:00,1,133
8/9/2020 11:00,6,133
8/9/2020 14:00,11,133
8/9/2020 17:00,4,133
8/9/2020 20:00,5,133
8/9/2020 23:00,2,133
8/10/2020 2:00,2,133
8/10/2020 5:00,2,133
8/10/2020 8:00,29,133
8/10/2020 11:00,12,133
8/10/2020 14:00,10,133
8/10/2020 17:00,2,133
8/10/2020 20:00,6,133
8/10/2020 23:00,8,133
8/11/2020 2:00,17,133
8/11/2020 5:00,5,133
8/11/2020 8:00,2,133
8/11/2020 11:00,2,133
8/11/2020 14:00,3,133
8/11/2020 17:00,3,133
8/11/2020 20:00,2,133
8/11/2020 23:00,2,133
8/12/2020 2:00,29,133
8/12/2020 5:00,12,133
8/12/2020 8:00,10,133
8/12/2020 11:00,2,133
8/12/2020 14:00,6,133
8/12/2020 17:00,8,133
8/12/2020 20:00,17,133
8/12/2020 23:00,5,133
13/8/2020 2:00,2,133
13/8/2020 5:00,2,133
13/8/2020 8:00,3,133
13/8/2020 11:00,3,133
13/8/2020 14:00,2,133
13/8/2020 17:00,2,133
13/8/2020 20:00,29,133
13/8/2020 23:00,12,133
14/8/2020 2:00,10,133
14/8/2020 5:00,80,133
14/8/2020 8:00,1,133
14/8/2020 11:00,6,133
14/8/2020 14:00,1,133
14/8/2020 17:00,6,133
14/8/2020 20:00,4,133
14/8/2020 23:00,4,133
15/8/2020 2:00,1,133
15/8/2020 5:00,4,133
15/8/2020 8:00,4,133
15/8/2020 11:00,1,133
15/8/2020 14:00,2,133
15/8/2020 17:00,0,133
15/8/2020 20:00,1,133
15/8/2020 23:00,2,133
16/8/2020 2:00,1,133
16/8/2020 5:00,2,133
16/8/2020 8:00,8,133
16/8/2020 11:00,2,133
16/8/2020 14:00,2,133
16/8/2020 17:00,3,133
16/8/2020 20:00,2,133
16/8/2020 23:00,0,133
17/8/2020 2:00,1,133
17/8/2020 5:00,6,133
17/8/2020 8:00,8,133
17/8/2020 11:00,1,133
17/8/2020 14:00,80,133
17/8/2020 17:00,1,133
17/8/2020 20:00,6,133
17/8/2020 23:00,1,133
18/8/2020 2:00,6,133
18/8/2020 5:00,4,133
18/8/2020 8:00,4,133
18/8/2020 11:00,1,133
18/8/2020 14:00,4,133
18/8/2020 17:00,4,133
18/8/2020 20:00,1,133
18/8/2020 23:00,2,133
19/8/2020 2:00,0,133
19/8/2020 5:00,1,133
19/8/2020 8:00,2,133
19/8/2020 11:00,1,133
19/8/2020 14:00,2,133
19/8/2020 17:00,8,133
19/8/2020 20:00,2,133
19/8/2020 23:00,2,133
20/8/2020 2:00,3,133
20/8/2020 5:00,2,133
20/8/2020 8:00,0,133
20/8/2020 11:00,1,133
20/8/2020 14:00,6,133
20/8/2020 17:00,8,133
20/8/2020 20:00,1,133
20/8/2020 23:00,80,133
21/8/2020 2:00,1,133
21/8/2020 5:00,6,133
21/8/2020 8:00,1,133
21/8/2020 11:00,6,133
21/8/2020 14:00,4,133
21/8/2020 17:00,4,133
21/8/2020 20:00,1,133
21/8/2020 23:00,4,133
22/8/2020 2:00,4,133
22/8/2020 5:00,1,133
22/8/2020 8:00,2,133
22/8/2020 11:00,90,133
22/8/2020 14:00,40,133
22/8/2020 17:00,70,133
22/8/2020 20:00,90,133
22/8/2020 23:00,40,133
23/8/2020 2:00,70,133
23/8/2020 5:00,90,133
23/8/2020 8:00,2,133
23/8/2020 11:00,2,133
23/8/2020 14:00,1,133
23/8/2020 17:00,0,133
23/8/2020 20:00,3,133
23/8/2020 23:00,8,133
24/8/2020 2:00,5,133
24/8/2020 5:00,1,133
24/8/2020 8:00,8,133
24/8/2020 11:00,4,133
24/8/2020 14:00,1,133
24/8/2020 17:00,1,133
24/8/2020 20:00,1,133
24/8/2020 23:00,2,133
25/8/2020 2:00,8,133
25/8/2020 5:00,2,133
25/8/2020 8:00,8,133
25/8/2020 11:00,1,133
25/8/2020 14:00,6,133
25/8/2020 17:00,1,133
25/8/2020 20:00,2,133
25/8/2020 23:00,1,133
26/8/2020 2:00,2,133
26/8/2020 5:00,6,133
26/8/2020 8:00,2,133
26/8/2020 11:00,2,133
26/8/2020 14:00,1,133
26/8/2020 17:00,0,133
26/8/2020 20:00,3,133
26/8/2020 23:00,8,133
27/8/2020 2:00,5,133
27/8/2020 5:00,1,133
27/8/2020 8:00,8,133
27/8/2020 11:00,4,133
27/8/2020 14:00,1,133
27/8/2020 17:00,1,133
27/8/2020 20:00,1,133
27/8/2020 23:00,2,133
28/8/2020 2:00,8,133
28/8/2020 5:00,2,133
28/8/2020 8:00,8,133
28/8/2020 11:00,1,133
28/8/2020 14:00,6,133
28/8/2020 17:00,1,133
28/8/2020 20:00,2,133
28/8/2020 23:00,1,133
29/8/2020 2:00,2,133
29/8/2020 5:00,6,133
29/8/2020 8:00,2,133
29/8/2020 11:00,2,133
29/8/2020 14:00,1,133
29/8/2020 17:00,0,133
29/8/2020 20:00,3,133
29/8/2020 23:00,8,133
30/8/2020 2:00,5,133
30/8/2020 5:00,1,133
30/8/2020 8:00,8,133
30/8/2020 11:00,1,133
30/8/2020 14:00,1,133
30/8/2020 17:00,2,133
30/8/2020 20:00,3,133
30/8/2020 23:00,3,133
31/8/2020 2:00,2,133
31/8/2020 5:00,2,133
31/8/2020 8:00,5,133
31/8/2020 11:00,7,133
31/8/2020 14:00,2,133
31/8/2020 17:00,2,133
31/8/2020 20:00,2,133
31/8/2020 23:00,1,133
8/1/2020 2:00,1,336
8/1/2020 5:00,8,336
8/1/2020 8:00,2,336
8/1/2020 11:00,4,336
8/1/2020 14:00,6,336
8/1/2020 17:00,0,336
8/1/2020 20:00,1,336
8/1/2020 23:00,1,336
8/2/2020 2:00,2,336
8/2/2020 5:00,3,336
8/2/2020 8:00,3,336
8/2/2020 11:00,2,336
8/2/2020 14:00,2,336
8/2/2020 17:00,5,336
8/2/2020 20:00,7,336
8/2/2020 23:00,2,336
8/3/2020 2:00,2,336
8/3/2020 5:00,2,336
8/3/2020 8:00,1,336
8/3/2020 11:00,1,336
8/3/2020 14:00,8,336
8/3/2020 17:00,2,336
8/3/2020 20:00,4,336
8/3/2020 23:00,6,336
8/4/2020 2:00,0,336
8/4/2020 5:00,1,336
8/4/2020 8:00,1,336
8/4/2020 11:00,2,336
8/4/2020 14:00,3,336
8/4/2020 17:00,3,336
8/4/2020 20:00,2,336
8/4/2020 23:00,60,336
8/5/2020 2:00,60,336
8/5/2020 5:00,60,336
8/5/2020 8:00,60,336
8/5/2020 11:00,2,336
8/5/2020 14:00,3,336
8/5/2020 17:00,7,336
8/5/2020 20:00,2,336
8/5/2020 23:00,2,336
8/6/2020 2:00,2,336
8/6/2020 5:00,2,336
8/6/2020 8:00,5,336
8/6/2020 11:00,1,336
8/6/2020 14:00,8,336
8/6/2020 17:00,1,336
8/6/2020 20:00,4,336
8/6/2020 23:00,2,336
8/7/2020 2:00,2,336
8/7/2020 5:00,2,336
8/7/2020 8:00,4,336
8/7/2020 11:00,2,336
8/7/2020 14:00,6,336
8/7/2020 17:00,2,336
8/7/2020 20:00,3,336
8/7/2020 23:00,7,336
8/8/2020 2:00,2,336
8/8/2020 5:00,2,336
8/8/2020 8:00,2,336
8/8/2020 11:00,2,336
8/8/2020 14:00,5,336
8/8/2020 17:00,1,336
8/8/2020 20:00,8,336
8/8/2020 23:00,1,336
8/9/2020 2:00,4,336
8/9/2020 5:00,2,336
8/9/2020 8:00,2,336
8/9/2020 11:00,2,336
8/9/2020 14:00,4,336
8/9/2020 17:00,2,336
8/9/2020 20:00,6,336
8/9/2020 23:00,2,336
8/10/2020 2:00,3,336
8/10/2020 5:00,7,336
8/10/2020 8:00,2,336
8/10/2020 11:00,2,336
8/10/2020 14:00,2,336
8/10/2020 17:00,2,336
8/10/2020 20:00,20,336
8/10/2020 23:00,20,336
8/11/2020 2:00,20,336
8/11/2020 5:00,11,336
8/11/2020 8:00,43,336
8/11/2020 11:00,2,336
8/11/2020 14:00,2,336
8/11/2020 17:00,2,336
8/11/2020 20:00,4,336
8/11/2020 23:00,0,336
8/12/2020 2:00,28,336
8/12/2020 5:00,22,336
8/12/2020 8:00,7,336
8/12/2020 11:00,1,336
8/12/2020 14:00,3,336
8/12/2020 17:00,2,336
8/12/2020 20:00,1,336
8/12/2020 23:00,20,336
13/8/2020 2:00,11,336
13/8/2020 5:00,5,336
13/8/2020 8:00,0,336
13/8/2020 11:00,6,336
13/8/2020 14:00,8,336
13/8/2020 17:00,12,336
13/8/2020 20:00,8,336
13/8/2020 23:00,3,336
14/8/2020 2:00,6,336
14/8/2020 5:00,2,336
14/8/2020 8:00,6,336
14/8/2020 11:00,8,336
14/8/2020 14:00,7,336
14/8/2020 17:00,56,336
14/8/2020 20:00,8,336
14/8/2020 23:00,9,336
15/8/2020 2:00,4,336
15/8/2020 5:00,8,336
15/8/2020 8:00,2,336
15/8/2020 11:00,3,336
15/8/2020 14:00,1,336
15/8/2020 17:00,2,336
15/8/2020 20:00,23,336
15/8/2020 23:00,3,336
16/8/2020 2:00,6,336
16/8/2020 5:00,8,336
16/8/2020 8:00,3,336
16/8/2020 11:00,2,336
16/8/2020 14:00,10,336
16/8/2020 17:00,38,336
16/8/2020 20:00,2,336
16/8/2020 23:00,11,336
17/8/2020 2:00,43,336
17/8/2020 5:00,2,336
17/8/2020 8:00,2,336
17/8/2020 11:00,2,336
17/8/2020 14:00,4,336
17/8/2020 17:00,0,336
17/8/2020 20:00,28,336
17/8/2020 23:00,22,336
18/8/2020 2:00,7,336
18/8/2020 5:00,1,336
18/8/2020 8:00,3,336
18/8/2020 11:00,2,336
18/8/2020 14:00,1,336
18/8/2020 17:00,20,336
18/8/2020 20:00,11,336
18/8/2020 23:00,5,336
19/8/2020 2:00,0,336
19/8/2020 5:00,6,336
19/8/2020 8:00,8,336
19/8/2020 11:00,12,336
19/8/2020 14:00,8,336
19/8/2020 17:00,3,336
19/8/2020 20:00,6,336
19/8/2020 23:00,2,336
20/8/2020 2:00,6,336
20/8/2020 5:00,8,336
20/8/2020 8:00,7,336
20/8/2020 11:00,56,336
20/8/2020 14:00,8,336
20/8/2020 17:00,9,336
20/8/2020 20:00,4,336
20/8/2020 23:00,8,336
21/8/2020 2:00,2,336
21/8/2020 5:00,3,336
21/8/2020 8:00,1,336
21/8/2020 11:00,2,336
21/8/2020 14:00,23,336
21/8/2020 17:00,3,336
21/8/2020 20:00,6,336
21/8/2020 23:00,8,336
22/8/2020 2:00,3,336
22/8/2020 5:00,2,336
22/8/2020 8:00,10,336
22/8/2020 11:00,38,336
22/8/2020 14:00,2,336
22/8/2020 17:00,11,336
22/8/2020 20:00,43,336
22/8/2020 23:00,2,336
23/8/2020 2:00,2,336
23/8/2020 5:00,2,336
23/8/2020 8:00,4,336
23/8/2020 11:00,0,336
23/8/2020 14:00,28,336
23/8/2020 17:00,22,336
23/8/2020 20:00,7,336
23/8/2020 23:00,1,336
24/8/2020 2:00,3,336
24/8/2020 5:00,2,336
24/8/2020 8:00,1,336
24/8/2020 11:00,20,336
24/8/2020 14:00,11,336
24/8/2020 17:00,5,336
24/8/2020 20:00,0,336
24/8/2020 23:00,4,336
25/8/2020 2:00,4,336
25/8/2020 5:00,6,336
25/8/2020 8:00,5,336
25/8/2020 11:00,1,336
25/8/2020 14:00,4,336
25/8/2020 17:00,0,336
25/8/2020 20:00,5,336
25/8/2020 23:00,4,336
26/8/2020 2:00,8,336
26/8/2020 5:00,42,336
26/8/2020 8:00,4,336
26/8/2020 11:00,6,336
26/8/2020 14:00,12,336
26/8/2020 17:00,2,336
26/8/2020 20:00,25,336
26/8/2020 23:00,9,336
27/8/2020 2:00,5,336
27/8/2020 5:00,0,336
27/8/2020 8:00,9,336
27/8/2020 11:00,3,336
27/8/2020 14:00,3,336
27/8/2020 17:00,2,336
27/8/2020 20:00,40,336
27/8/2020 23:00,9,336
28/8/2020 2:00,31,336
28/8/2020 5:00,56,336
28/8/2020 8:00,1,336
28/8/2020 11:00,3,336
28/8/2020 14:00,16,336
28/8/2020 17:00,14,336
28/8/2020 20:00,10,336
28/8/2020 23:00,7,336
29/8/2020 2:00,2,336
29/8/2020 5:00,4,336
29/8/2020 8:00,6,336
29/8/2020 11:00,6,336
29/8/2020 14:00,14,336
29/8/2020 17:00,24,336
29/8/2020 20:00,6,336
29/8/2020 23:00,2,336
30/8/2020 2:00,6,336
30/8/2020 5:00,5,336
30/8/2020 8:00,1,336
30/8/2020 11:00,4,336
30/8/2020 14:00,0,336
30/8/2020 17:00,5,336
30/8/2020 20:00,4,336
30/8/2020 23:00,8,336
31/8/2020 2:00,42,336
31/8/2020 5:00,4,336
31/8/2020 8:00,6,336
31/8/2020 11:00,12,336
31/8/2020 14:00,2,336
31/8/2020 17:00,25,336
31/8/2020 20:00,9,336
31/8/2020 23:00,5,336
8/1/2020 2:00,0,546
8/1/2020 5:00,9,546
8/1/2020 8:00,3,546
8/1/2020 11:00,3,546
8/1/2020 14:00,2,546
8/1/2020 17:00,40,546
8/1/2020 20:00,9,546
8/1/2020 23:00,31,546
8/2/2020 2:00,56,546
8/2/2020 5:00,1,546
8/2/2020 8:00,3,546
8/2/2020 11:00,16,546
8/2/2020 14:00,14,546
8/2/2020 17:00,10,546
8/2/2020 20:00,7,546
8/2/2020 23:00,2,546
8/3/2020 2:00,4,546
8/3/2020 5:00,6,546
8/3/2020 8:00,6,546
8/3/2020 11:00,14,546
8/3/2020 14:00,24,546
8/3/2020 17:00,6,546
8/3/2020 20:00,2,546
8/3/2020 23:00,6,546
8/4/2020 2:00,5,546
8/4/2020 5:00,1,546
8/4/2020 8:00,4,546
8/4/2020 11:00,0,546
8/4/2020 14:00,5,546
8/4/2020 17:00,4,546
8/4/2020 20:00,8,546
8/4/2020 23:00,42,546
8/5/2020 2:00,4,546
8/5/2020 5:00,6,546
8/5/2020 8:00,12,546
8/5/2020 11:00,2,546
8/5/2020 14:00,25,546
8/5/2020 17:00,9,546
8/5/2020 20:00,5,546
8/5/2020 23:00,1,546
8/6/2020 2:00,4,546
8/6/2020 5:00,4,546
8/6/2020 8:00,0,546
8/6/2020 11:00,3,546
8/6/2020 14:00,1,546
8/6/2020 17:00,8,546
8/6/2020 20:00,6,546
8/6/2020 23:00,1,546
8/7/2020 2:00,3,546
8/7/2020 5:00,5,546
8/7/2020 8:00,42,546
8/7/2020 11:00,9,546
8/7/2020 14:00,5,546
8/7/2020 17:00,23,546
8/7/2020 20:00,3,546
8/7/2020 23:00,2,546
8/8/2020 2:00,1,546
8/8/2020 5:00,9,546
8/8/2020 8:00,1,546
8/8/2020 11:00,10,546
8/8/2020 14:00,38,546
8/8/2020 17:00,4,546
8/8/2020 20:00,2,546
8/8/2020 23:00,5,546
8/9/2020 2:00,14,546
8/9/2020 5:00,3,546
8/9/2020 8:00,4,546
8/9/2020 11:00,3,546
8/9/2020 14:00,2,546
8/9/2020 17:00,1,546
8/9/2020 20:00,3,546
8/9/2020 23:00,4,546
8/10/2020 2:00,1,546
8/10/2020 5:00,1,546
8/10/2020 8:00,2,546
8/10/2020 11:00,3,546
8/10/2020 14:00,1,546
8/10/2020 17:00,9,546
8/10/2020 20:00,1,546
8/10/2020 23:00,4,546
8/11/2020 2:00,4,546
8/11/2020 5:00,0,546
8/11/2020 8:00,3,546
8/11/2020 11:00,1,546
8/11/2020 14:00,8,546
8/11/2020 17:00,6,546
8/11/2020 20:00,1,546
8/11/2020 23:00,3,546
8/12/2020 2:00,5,546
8/12/2020 5:00,42,546
8/12/2020 8:00,9,546
8/12/2020 11:00,5,546
8/12/2020 14:00,23,546
8/12/2020 17:00,3,546
8/12/2020 20:00,2,546
8/12/2020 23:00,1,546
13/8/2020 2:00,9,546
13/8/2020 5:00,1,546
13/8/2020 8:00,10,546
13/8/2020 11:00,38,546
13/8/2020 14:00,4,546
13/8/2020 17:00,2,546
13/8/2020 20:00,5,546
13/8/2020 23:00,14,546
14/8/2020 2:00,3,546
14/8/2020 5:00,4,546
14/8/2020 8:00,3,546
14/8/2020 11:00,2,546
14/8/2020 14:00,1,546
14/8/2020 17:00,3,546
14/8/2020 20:00,4,546
14/8/2020 23:00,1,546
15/8/2020 2:00,1,546
15/8/2020 5:00,2,546
15/8/2020 8:00,3,546
15/8/2020 11:00,1,546
15/8/2020 14:00,9,546
15/8/2020 17:00,1,546
15/8/2020 20:00,4,546
15/8/2020 23:00,4,546
16/8/2020 2:00,0,546
16/8/2020 5:00,3,546
16/8/2020 8:00,1,546
16/8/2020 11:00,8,546
16/8/2020 14:00,6,546
16/8/2020 17:00,1,546
16/8/2020 20:00,3,546
16/8/2020 23:00,5,546
17/8/2020 2:00,42,546
17/8/2020 5:00,9,546
17/8/2020 8:00,3,546
17/8/2020 11:00,1,546
17/8/2020 14:00,3,546
17/8/2020 17:00,1,546
17/8/2020 20:00,3,546
17/8/2020 23:00,6,546
18/8/2020 2:00,4,546
18/8/2020 5:00,3,546
18/8/2020 8:00,2,546
18/8/2020 11:00,11,546
18/8/2020 14:00,2,546
18/8/2020 17:00,1,546
18/8/2020 20:00,16,546
18/8/2020 23:00,2,546
19/8/2020 2:00,6,546
19/8/2020 5:00,16,546
19/8/2020 8:00,2,546
19/8/2020 11:00,8,546
19/8/2020 14:00,1,546
19/8/2020 17:00,2,546
19/8/2020 20:00,11,546
19/8/2020 23:00,34,546
20/8/2020 2:00,75,546
20/8/2020 5:00,3,546
20/8/2020 8:00,3,546
20/8/2020 11:00,6,546
20/8/2020 14:00,2,546
20/8/2020 17:00,8,546
20/8/2020 20:00,30,546
20/8/2020 23:00,8,546
21/8/2020 2:00,2,546
21/8/2020 5:00,1,546
21/8/2020 8:00,11,546
21/8/2020 11:00,5,546
21/8/2020 14:00,1,546
21/8/2020 17:00,2,546
21/8/2020 20:00,4,546
21/8/2020 23:00,1,546
22/8/2020 2:00,12,546
22/8/2020 5:00,6,546
22/8/2020 8:00,1,546
22/8/2020 11:00,6,546
22/8/2020 14:00,6,546
22/8/2020 17:00,4,546
22/8/2020 20:00,3,546
22/8/2020 23:00,2,546
23/8/2020 2:00,11,546
23/8/2020 5:00,2,546
23/8/2020 8:00,1,546
23/8/2020 11:00,16,546
23/8/2020 14:00,2,546
23/8/2020 17:00,6,546
23/8/2020 20:00,16,546
23/8/2020 23:00,2,546
24/8/2020 2:00,8,546
24/8/2020 5:00,1,546
24/8/2020 8:00,2,546
24/8/2020 11:00,11,546
24/8/2020 14:00,34,546
24/8/2020 17:00,75,546
24/8/2020 20:00,3,546
24/8/2020 23:00,3,546
25/8/2020 2:00,6,546
25/8/2020 5:00,2,546
25/8/2020 8:00,8,546
25/8/2020 11:00,30,546
25/8/2020 14:00,8,546
25/8/2020 17:00,2,546
25/8/2020 20:00,1,546
25/8/2020 23:00,11,546
26/8/2020 2:00,5,546
26/8/2020 5:00,1,546
26/8/2020 8:00,2,546
26/8/2020 11:00,4,546
26/8/2020 14:00,1,546
26/8/2020 17:00,12,546
26/8/2020 20:00,6,546
26/8/2020 23:00,1,546
27/8/2020 2:00,6,546
27/8/2020 5:00,6,546
27/8/2020 8:00,4,546
27/8/2020 11:00,3,546
27/8/2020 14:00,2,546
27/8/2020 17:00,11,546
27/8/2020 20:00,2,546
27/8/2020 23:00,1,546
28/8/2020 2:00,16,546
28/8/2020 5:00,2,546
28/8/2020 8:00,6,546
28/8/2020 11:00,16,546
28/8/2020 14:00,2,546
28/8/2020 17:00,2,546
28/8/2020 20:00,14,546
28/8/2020 23:00,0,546
29/8/2020 2:00,0,546
29/8/2020 5:00,12,546
29/8/2020 8:00,0,546
29/8/2020 11:00,2,546
29/8/2020 14:00,2,546
29/8/2020 17:00,2,546
29/8/2020 20:00,4,546
29/8/2020 23:00,2,546
30/8/2020 2:00,2,546
30/8/2020 5:00,7,546
30/8/2020 8:00,1,546
30/8/2020 11:00,3,546
30/8/2020 14:00,2,546
30/8/2020 17:00,2,546
30/8/2020 20:00,0,546
30/8/2020 23:00,4,546
31/8/2020 2:00,2,546
31/8/2020 5:00,14,546
31/8/2020 8:00,0,546
31/8/2020 11:00,0,546
31/8/2020 14:00,12,546
31/8/2020 17:00,0,546
31/8/2020 20:00,2,546
31/8/2020 23:00,2,546
8/1/2020 2:00,2,548
8/1/2020 5:00,4,548
8/1/2020 8:00,2,548
8/1/2020 11:00,2,548
8/1/2020 14:00,7,548
8/1/2020 17:00,1,548
8/1/2020 20:00,3,548
8/1/2020 23:00,2,548
8/2/2020 2:00,2,548
8/2/2020 5:00,0,548
8/2/2020 8:00,4,548
8/2/2020 11:00,2,548
8/2/2020 14:00,14,548
8/2/2020 17:00,0,548
8/2/2020 20:00,0,548
8/2/2020 23:00,12,548
8/3/2020 2:00,0,548
8/3/2020 5:00,2,548
8/3/2020 8:00,1,548
8/3/2020 11:00,0,548
8/3/2020 14:00,0,548
8/3/2020 17:00,1,548
8/3/2020 20:00,0,548
8/3/2020 23:00,0,548
8/4/2020 2:00,1,548
8/4/2020 5:00,0,548
8/4/2020 8:00,18,548
8/4/2020 11:00,7,548
8/4/2020 14:00,1,548
8/4/2020 17:00,0,548
8/4/2020 20:00,6,548
8/4/2020 23:00,1,548
8/5/2020 2:00,1,548
8/5/2020 5:00,5,548
8/5/2020 8:00,10,548
8/5/2020 11:00,1,548
8/5/2020 14:00,2,548
8/5/2020 17:00,3,548
8/5/2020 20:00,51,548
8/5/2020 23:00,44,548
8/6/2020 2:00,0,548
8/6/2020 5:00,21,548
8/6/2020 8:00,0,548
8/6/2020 11:00,1,548
8/6/2020 14:00,1,548
8/6/2020 17:00,0,548
8/6/2020 20:00,0,548
8/6/2020 23:00,16,548
8/7/2020 2:00,7,548
8/7/2020 5:00,2,548
8/7/2020 8:00,6,548
8/7/2020 11:00,5,548
8/7/2020 14:00,2,548
8/7/2020 17:00,2,548
8/7/2020 20:00,18,548
8/7/2020 23:00,7,548
8/8/2020 2:00,1,548
8/8/2020 5:00,0,548
8/8/2020 8:00,6,548
8/8/2020 11:00,1,548
8/8/2020 14:00,1,548
8/8/2020 17:00,5,548
8/8/2020 20:00,10,548
8/8/2020 23:00,1,548
8/9/2020 2:00,2,548
8/9/2020 5:00,3,548
8/9/2020 8:00,51,548
8/9/2020 11:00,44,548
8/9/2020 14:00,0,548
8/9/2020 17:00,21,548
8/9/2020 20:00,0,548
8/9/2020 23:00,1,548
8/10/2020 2:00,1,548
8/10/2020 5:00,0,548
8/10/2020 8:00,0,548
8/10/2020 11:00,16,548
8/10/2020 14:00,7,548
8/10/2020 17:00,2,548
8/10/2020 20:00,6,548
8/10/2020 23:00,5,548
8/11/2020 2:00,2,548
